Sr No.,Utterance,Speaker,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Emotion
1136,"That wig all in disarray, and boobs flung over the night stand, y'know.",Rachel,negative,122,13,3,18,"00:07:36,747","00:07:46,631",disgust
12867,"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",Kim,neutral,187,2,5,18,"00:05:05,680","00:05:11,82",neutral
4030,Hi,Mrs. Geller,neutral,435,0,8,18,"00:05:06,627","00:05:09,922",neutral
946,Yeah.,Cassie,neutral,99,16,7,19,"0:06:10,291","0:06:11,973",neutral
9895,"Oh. Oh, that’s great!",Rachel,positive,1028,5,7,20,"0:12:51,438","0:12:53,002",joy
7759,Grandma’s gonna have to get in line.,Phoebe,positive,820,21,7,19,"00:01:23,625","00:01:28,754",joy
7213,You did!,Rachel,negative,766,5,6,12,"0:13:35,899","0:13:36,629",anger
6870,"Well, she walked in when I was looking at the ring brochures. You can understand that, right?  Guys? Guys?",Chandler,negative,723,7,6,23,"00:21:50,100","00:22:02,069",fear
1454,"Oh God… Oh, he’s in there right now?",Rachel,negative,156,5,8,2,"00:14:14,770","00:14:19,816",surprise
5041,You are steel!,Hoshi,positive,535,1,3,24,"0:07:01,337","0:07:03,186",joy
519,All right.,Joey,neutral,50,3,6,21,"0:14:19,128","0:14:19,414",neutral
5882,"So uh, hey, that uh, that wedding ring, huh? Man, that’s nice!",Joey,positive,623,12,4,22,"00:12:29,039","00:12:35,211",joy
5173,"Hi uh, I’m Joey Tribbiani and with all do respect I’d like to donate some fluids.",Joey,positive,549,0,6,17,"00:07:01,546","00:07:06,967",joy
12752,Is it okay if I finish the apple juice?,Mark,neutral,174,10,3,15,"00:18:07,795","00:18:10,338",neutral
2225,"Well, where is he? He is supposed to be here.  What if the baby needs him?",Rachel,negative,232,16,1,23,"00:06:01,986","00:06:09,159",surprise
9988,"That was a good one. For a second there, I was like, ""whoa.""",Joey,positive,1038,17,2,3,"00:01:08,401","00:01:12,071",joy
1186,"No, no-n-n-n-no!!",Chandler,negative,127,2,4,20,"0:08:13,555","0:08:14,966",fear
7035,He’s coming here for Thanksgiving!,Ross,positive,742,0,4,8,"00:11:25,309","00:11:28,478",joy
814,"I hang out with you guys, and he stars in a drag show in Vegas.",Chandler,negative,82,6,7,22,"00:03:29,542","00:03:35,547",disgust
1732,"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",Phoebe,neutral,183,13,2,4,"00:10:25,041","00:10:28,376",neutral
6001,"I will be! Listen, I don’t want you teaching my son that stuff anymore. Okay?",Ross,negative,634,0,7,16,"00:11:58,592","00:12:06,182",anger
8359,‘Kay.,Rachel,neutral,883,3,7,4,"0:21:32,625","0:21:33,140",neutral
9171,"Yeah, okay, I'll see you later.",Rachel,neutral,956,16,5,10,"0:18:37,834","0:18:39,465",neutral
9675,Allll done!,Rachel,neutral,1010,6,3,25,"0:07:17,979","0:07:19,201",neutral
13652,"Oh my God! He's trapped in an ATM vestibule with Jill Goodacre!  Chandler, listen.",Joey,positive,271,4,1,7,"00:05:16,482","00:05:24,239",surprise
8858,Stop going through my stuff !,Ross,negative,932,1,9,20,"00:22:06,855","00:22:08,857",anger
2256,"All right, look, you’re not really gonna buy that are you? Don’t you think you’ve embarrassed me enough for one day?",Chandler,negative,236,5,4,23,"00:09:28,109","00:09:31,861",anger
1569,"No,",Ross,neutral,168,5,5,24,"00:06:00,526","00:06:02,694",neutral
854,"We ripped that couple apart, and kept the pieces for ourselves.",Monica,positive,87,8,1,5,"00:22:12,497","00:22:16,751",joy
9856,Well you’re whippin’ so slow! Can’t you do it any faster?,Joey,negative,1025,7,6,9,"00:12:12,231","00:12:14,482",anger
10333,"Yeah, you’re great! Okay, let’s take it from",Joey,positive,30,8,6,20,"00:00:29,446","00:00:35,159",joy
4731,"I mean, why all the sudden are you so... Oh.",Rachel,positive,507,8,1,22,"00:05:47,513","00:05:51,391",surprise
793,He's planning your birthday party.,Joey,neutral,81,2,1,7,"0:11:40,950","0:11:41,092",neutral
6249,I’m just kidding too.  I’m getting married in December.,Rachel,positive,657,4,7,17,"00:04:24,806","00:04:27,432",joy
9711,You don’t-you don’t want to hear about my dream Officer…Pretty?,Ross,neutral,1014,1,7,22,"00:20:27,684","00:20:34,357",neutral
2481,What?!,Joey,negative,260,2,3,25,"0:14:23,904","0:14:26,496",surprise
8021,"I’m Rhonda,  and these aren’t real!",Tour Guide,neutral,844,16,4,11,"00:18:23,185","00:18:27,438",neutral
4921,"So, whaddya think George is like?",Rachel,neutral,525,5,1,4,"00:16:55,931","00:16:59,267",neutral
6866,Hey-hey Pheebs!,Ross,positive,723,3,6,23,"0:21:38,464","0:21:38,939",joy
8897,"I want to let her know that there was a cancellation and if she’s still interested in having the Bing-Geller wedding at our facility, it is available",The Museum Official,neutral,934,3,6,22,"00:09:43,666","00:09:52,173",neutral
991,"Honey, both yours.",Monica,neutral,108,1,8,17,"00:11:42,243","00:11:46,871",neutral
5060,"Hey! Tall guy! Hey, listen, I wanted to talk to you about that girl that you’re dancing with.",Joey,neutral,537,0,6,10,"00:12:04,432","00:12:15,483",neutral
1630,You owe me 20 bucks.,Monica,positive,175,1,1,9,"0:07:55,850","0:07:58,290",joy
13285,What’s your favourite thing about summertime?,Rachel,neutral,234,8,3,22,"00:16:17,559","00:16:19,811",neutral
5535,Well okay but I have two tickets to the ballroom dance finals.,Phoebe,neutral,590,16,7,5,"00:09:10,216","00:09:14,344",neutral
3718,"Ok, Ok, Pheebs...",Rachel,neutral,400,3,1,12,"00:16:10,928","00:16:13,554",neutral
9260,"Oh my, oh my God!",Joey,positive,967,0,8,14,"00:03:19,520","00:03:21,360",surprise
7676,And did you?!,Rachel,negative,813,5,4,15,"00:18:03,082","00:18:06,000",sadness
1889,Hey!,Joey,positive,199,6,6,19,"0:21:02,719","0:21:03,281",surprise
4041,Just because he’s got a bigger boat he thinks he can take up the whole river.,Joey,negative,436,1,7,3,"00:06:20,463","00:06:23,799",disgust
3246,"No! No, fear of the number 13.",Joey,neutral,342,2,8,20,"00:07:28,936","00:07:33,316",neutral
11837,"Ow, no ‘woo-hooing,’ no ‘woo-hooing.’",Chandler,negative,83,5,3,11,"00:09:46,919","00:09:49,546",anger
5637,Oh my God Ross!!,Phoebe,positive,599,14,7,9,"00:05:39,213","00:05:42,049",surprise
2233,Thank you.,The Woman,neutral,234,3,7,9,"00:11:37,154","00:11:39,155",neutral
5018,You guys are killing me!,Joey,negative,532,8,9,12,"0:11:02,620","0:11:04,122",sadness
3044,Yeah.,Pete,neutral,319,18,3,23,"00:19:00,055","00:19:01,389",neutral
8013,I’m Ross!,Ross,positive,844,8,4,11,"00:17:45,189","00:17:46,272",joy
5667,Oh.,Phoebe,neutral,603,12,7,10,"0:21:04,513","0:21:05,705",neutral
11440,But what does that gonna do...,Joey,negative,37,6,3,1,"00:14:24,697","00:14:26,060",anger
13520,"Remember, evolution?",Ross,positive,259,3,6,12,"00:16:43,794","00:16:45,211",joy
2974,"Isn’t it incredible?! Monica and Chandler, gettin’ married.",Rachel,positive,314,0,6,25,"00:02:29,232","00:02:34,611",joy
1337,Phoebe why don’t you just call her? You obviously want to.,Monica,neutral,146,2,3,14,"00:11:44,328","00:11:48,790",neutral
6283,"Okay, okay, what's going on?",Ross,neutral,658,18,1,20,"0:02:50,628","0:02:52,130",neutral
5755,Please tell me you got the message!,Chandler,negative,612,1,6,20,"0:19:11,442","0:19:12,215",fear
12703,The guy left this.,Joey,neutral,169,20,8,2,"00:12:52,438","00:12:54,773",neutral
10646,Okay?,Ross,neutral,66,7,7,23,"0:15:16,081","0:15:16,503",neutral
13449,"I mean, no, you’re right.",Ross,negative,252,11,4,1,"0:12:15,656","0:12:17,871",sadness
4810,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.,Rachel,negative,513,3,7,12,"00:13:16,253","00:13:26,054",anger
7475,Hold on!,Ross,negative,794,1,5,1,"0:13:57,716","0:13:58,593",anger
5913,"Thank you soo, much.",Monica,positive,626,3,3,6,"00:11:04,288","00:11:05,622",joy
3805,"I mean, come on, buddy, get a",Carl,neutral,410,8,1,24,"00:19:28,750","00:19:31,878",neutral
11571,"Okay, look at this one. This is my favourite.",Monica,positive,53,2,4,22,"00:06:13,790","00:06:19,461",joy
1717,I'm gonna go on the date.,Rachel,neutral,182,14,5,10,"0:07:41,102","0:07:41,391",neutral
11414,"Say it louder, I don’t think the guy all the way in the back heard you!",Monica,negative,34,6,6,15,"00:18:19,181","00:18:21,516",disgust
4021,"Wait until uh, wait until the first time your baby grabs your finger.",Ross,positive,434,6,8,5,"00:19:59,489","00:20:06,454",joy
951,You can take it off.,Ross,neutral,100,2,3,23,"0:05:36,085","0:05:37,212",neutral
1446,I think I might need one more cup of coffee.,Mona,neutral,155,10,8,5,"00:21:05,180","00:21:07,390",neutral
9892,He was planning a party for his girlfriend at the time.,Melissa,neutral,1028,2,7,20,"00:12:41,260","00:12:45,555",neutral
11987,"Okay, after I get rid of this dirty diaper Leslie, I’ll set you up with a clean one.",Phoebe,neutral,100,4,6,5,"00:15:48,447","00:15:52,659",neutral
2180,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",Joey,negative,228,1,5,11,"00:16:53,562","00:17:06,566",sadness
11483,"Oh, I was thinking about having people over for the game.",Monica,neutral,43,0,4,13,"00:05:44,093","00:05:46,136",neutral
3796,"They were so ornate and beautiful, I mean look at that!",Emily,positive,409,10,4,16,"00:02:27,397","00:02:30,941",surprise
13174,"Which is funny because in high school I uh, I-I failed Biology and tonight Biology failed me.",Chandler,negative,223,3,7,1,"00:04:30,895","00:04:37,484",fear
7250,"Oh, who should I blame? The nice bell man who had to drag out luggage to 10 different rooms?",Chandler,negative,770,11,5,5,"00:08:50,863","00:08:56,868",anger
11481,"Okay, so you were trying to play bad this whole time.",Monica,positive,42,7,4,7,"00:21:56,606","00:21:58,858",surprise
12822,The charity's on fire!,Phoebe,negative,182,3,5,10,"00:09:32,196","00:09:34,072",fear
4955,"Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?",Rachel,neutral,528,1,6,15,"00:17:10,863","00:17:20,288",neutral
3689,Okay! When?!,Joey,negative,395,2,7,6,"00:09:01,415","00:09:03,625",anger
1639,Oh my god.,Rachel,negative,175,10,1,9,"00:08:30,259","00:08:31,635",surprise
13323,"I’m going to keep dating him Mother, and there’s nothing you can do about it!",Dina,negative,240,0,7,15,"00:04:38,069","00:04:40,487",anger
9398,A four and a nine.,Joey,neutral,982,6,6,6,"00:11:52,002","00:11:54,295",neutral
779,Rach! Hey! It’s fine! You’re at Joey’s!,Joey,positive,79,2,6,18,"00:16:31,240","00:16:35,284",joy
8494,So I can do it?,Joey,positive,893,17,7,16,"00:05:36,544","00:05:38,795",joy
5363,Careful of the angle.,Joey,neutral,571,7,3,8,"00:20:54,628","00:20:56,212",neutral
11435,"I, ah, I never said hate, I was very careful about that.",Joey,neutral,37,1,3,1,"00:13:55,918","00:14:00,421",neutral
3466,"He's right there, he's got the blue jacket on, I... can I j-just...",Rachel,negative,365,5,1,24,"00:12:11,272","00:12:14,482",sadness
1238,"Rach, are you okay?",Mark,negative,132,3,3,15,"00:16:18,727","00:16:20,436",surprise
12448,What could I have possibly done?!,Monica,negative,144,11,7,11,"00:17:57,242","00:17:58,743",anger
9167,"So what if I'm close to my family, are you gonna let that stand in the way of us?",Danny,neutral,956,12,5,10,"00:18:21,058","00:18:24,602",neutral
10295,Why?!,Monica,negative,27,2,8,1,"0:01:32,133","0:01:32,968",surprise
582,Of course he’s gonna have his Uncle Joey!,Joey,positive,54,17,8,10,"00:20:36,860","00:20:40,655",joy
13083,"You, get out of my shop!",The Dry Cleaner,negative,211,0,6,22,"00:17:09,862","00:17:11,654",anger
3300,"Whoa, wait, Pheebs, wait a second! Don’t you wanna stay here and talk about it?",Joey,positive,347,8,4,1,"00:05:01,009","00:05:05,387",surprise
11755,And my husband  he’s a lawyer!,Rachel,negative,72,11,8,23,"0:19:39,667","0:19:41,988",anger
7793,"Pheebs, wake up and smell the restraining order.",Chandler,negative,823,9,3,3,"00:16:34,868","00:16:37,954",disgust
977,Oh. Well then shut me up.,Janice,neutral,106,3,8,23,"00:21:34,531","00:21:37,367",neutral
13153,"Um, okay. You just called a little while ago about needing a signature on the admissions form. Well, it turns out we need a",Monica,neutral,221,1,1,2,"00:10:46,187","00:10:56,863",neutral
10454,"Oh, no-no-no-no-no-no!!",Chandler,negative,45,9,3,17,"00:09:28,192","00:09:29,568",fear
9145,Thanks.,Carol,neutral,954,3,5,18,"0:15:50,385","0:15:50,583",neutral
9277,If he goes first he can!,Joey,positive,968,7,7,21,"0:21:44,194","0:21:46,156",joy
1782,Um-hmm. Oh wait! This is Bonnie.,Phoebe,positive,187,1,3,24,"00:08:24,170","00:08:27,214",surprise
9620,I know. I’m sorry.,Rachel,negative,1006,2,6,18,"00:19:52,649","00:19:55,193",sadness
10974,I don’t want a ghost.,Monica,negative,97,14,3,20,"00:04:51,249","00:04:55,043",fear
5696,"Listen, it was nice to see you. I gotta run backstage.",Steve,positive,606,4,2,5,"00:18:34,988","00:18:37,406",joy
82,Be mad at him!,Chandler,negative,6,20,8,22,"0:13:13,215","0:13:14,108",anger
3411,"Because, every time I go to the dentist, somebody dies.",Phoebe,negative,358,9,3,8,"00:00:31,448","00:00:36,368",anger
12961,Yeah?,Phoebe,neutral,197,1,6,14,"0:05:55,105","0:05:55,634",neutral
3364,Mr. Heckles.,Monica,neutral,354,11,2,3,"00:03:36,633","00:03:38,091",neutral
11971,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,Phoebe,neutral,98,10,1,7,"00:02:06,000","00:02:12,381",neutral
1643,"Aww, look at the little thing.",Rachel,positive,176,2,1,8,"00:20:23,805","00:20:26,557",surprise
10305,"Man, it must be so cool remembering stuff like that! I don't have any past life memories.",Joey,positive,28,2,5,8,"00:04:08,831","00:04:14,044",joy
4512,How do you know?,Phoebe,negative,482,5,7,12,"00:18:25,104","00:18:26,104",fear
6907,"And call me crazy, but I think she likes me too.",Chandler,neutral,728,5,4,7,"00:00:24,399","00:00:27,151",neutral
2796,Thanks.,Carol,neutral,296,12,1,2,"00:15:15,706","00:15:17,165",neutral
13116,Hey!,Joey,positive,214,6,4,4,"0:14:52,224","0:14:53,036",joy
7179,Did you just flick me?,Monica,negative,761,0,2,13,"00:10:28,044","00:10:29,711",anger
12077,Really stupid.,Mrs. Bing,negative,111,6,1,11,"0:19:48,563","0:19:50,244",sadness
3761,"So you win, okay?",Chandler,negative,405,2,5,11,"0:21:42,926","0:21:44,388",anger
9888,"Well, lots of people! Look, are you coming to memorial service or not?",Phoebe,negative,1027,5,5,13,"00:06:19,504","00:06:25,300",anger
8846,And?,Joey,neutral,930,8,7,6,"0:02:37,510","0:02:39,472",neutral
2363,Yeah. But I thought that was because I put the whole thing on my hand and made it walk across the table.,Joey,neutral,249,1,8,9,"00:02:06,209","00:02:14,967",neutral
241,"You see you can’t tell which one is which either, dwha!!",Chandler,negative,23,8,3,11,"00:10:30,588","00:10:44,809",surprise
1014,"And then after that, I’m gonna get so drunk, I’m gonna wanna call Janice",Chandler,negative,109,18,4,14,"00:15:15,539","00:15:18,416",fear
8330,What? Why?,Chandler,negative,875,5,5,5,"0:07:50,180","0:07:51,700",surprise
12834,Okay?,Joey,neutral,183,5,6,22,"0:13:51,914","0:13:52,457",neutral
8659,Fantastic! I have one question: How is that possible?,Monica,positive,910,3,1,3,"00:11:04,705","00:11:07,624",surprise
8102,"Listen, um...",Phoebe,neutral,852,1,1,17,"0:19:02,824","0:19:03,021",neutral
10240,Then what?,Chandler,neutral,22,7,1,4,"00:17:55,282","00:17:56,365",neutral
12418,I'll help you.,Ross,neutral,140,14,5,10,"00:06:28,471","00:06:29,596",neutral
197,Hey!,Phoebe,neutral,19,1,1,1,"0:10:14,990","0:10:15,133",neutral
9785,Is this because of the burrito thing?,Chandler,negative,1019,7,7,10,"00:04:34,857","00:04:37,109",sadness
6025,"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.",Phoebe,positive,636,5,7,14,"00:12:25,327","00:12:30,331",joy
8719,"It’s gotta be, it’s gotta be going somewhere right?",Ross,positive,916,6,8,11,"00:12:45,806","00:12:50,059",joy
10594,I’m checking out the restaurant with Pete.,Monica,neutral,61,4,3,21,"00:12:50,603","00:12:52,562",neutral
11511,"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time I’ll.... avoid the..... pillleeeee.",Phoebe and Leslie,positive,46,8,3,14,"00:12:49,101","00:13:05,700",joy
1709,"Oh God, stop with the plan!",Monica,negative,182,6,5,10,"00:07:18,771","00:07:22,149",anger
9619,No but at Monica’s you can eat cookies over the sink!,Phoebe,positive,1006,1,6,18,"00:19:47,477","00:19:51,522",joy
10425,"She’s still in there enjoying her fake party and uh, it’s too late to do any of the things I had planned, so",Ross,neutral,41,2,4,16,"00:18:14,927","00:18:21,808",neutral
10773,"Yeah that’s true. Yeah, you love her. You always have. You have a child together. There is no right answer.",Phoebe,neutral,77,9,8,24,"00:17:48,639","00:17:55,437",neutral
1466,No!,Ross,negative,158,3,9,1,"0:07:28,114","0:07:29,015",disgust
538,You had no,Rachel,negative,51,5,3,15,"00:11:28,938","00:11:31,981",anger
4879,"Carol called me to thank me for the lasagna, I asked, she told me.",Monica,neutral,523,4,1,12,"00:09:47,169","00:09:51,131",neutral
7578,Oh right its that girl's phone number.,Ross,neutral,805,2,4,5,"00:00:12,095","00:00:15,097",neutral
7702,"Yeah, well, she's probably talking to Richard.",Chandler,neutral,817,6,5,23,"00:20:32,481","00:20:34,357",neutral
9399,You’re kidding right?,Chandler,negative,982,7,6,6,"00:11:54,922","00:11:56,464",surprise
2523,Y’know what?,Ross,neutral,264,9,6,17,"0:09:57,096","0:09:57,938",neutral
8717,Okay.,Mona,neutral,916,4,8,11,"00:12:38,799","00:12:40,467",neutral
1249,"Yes, hello.",Chandler,neutral,135,1,2,6,"0:13:47,080","0:13:47,872",neutral
12124,"Baking it didn't help, huh?",Ross,neutral,113,16,5,21,"00:12:28,914","00:12:30,498",neutral
2285,"So it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain.",Ross,neutral,239,0,6,7,"00:21:07,724","00:21:15,564",neutral
8391,"We spent the last two hours watching In & Out & In, Again.",Chandler,neutral,886,4,4,17,"00:13:24,178","00:13:28,139",neutral
1403,And as my wife I think you should grant me this favor.,Ross,neutral,151,17,6,1,"00:13:50,120","00:13:55,041",neutral
8474,"Oh, I cannot wait to read the front page of the Post tomorrow!",Monica,positive,892,14,8,21,"00:04:33,983","00:04:37,194",joy
4399,"Well no, wait a minute, that’s not true!",Monica,negative,474,10,7,19,"0:19:36,967","0:19:38,844",sadness
10468,"Well, oh just ah, I was just wondering, when you and I split up, did you get the tape that was half the last episode of",Ross,neutral,47,1,3,17,"00:12:07,893","00:12:14,524",neutral
3685,I don’t believe you spent my wedding fund on the beach house!,Monica,negative,394,0,7,2,"00:10:25,207","00:10:28,168",anger
10258,Seven years.,Ross,negative,23,11,3,6,"00:18:37,199","00:18:38,866",sadness
9048,Still?,The Food Critic,negative,947,1,8,21,"00:08:38,393","00:08:40,479",surprise
5743,"Hello? Oh, uh, Rachel, it's the",Chandler,neutral,611,4,1,4,"00:22:00,986","00:22:06,907",neutral
6226,"So, are we going in there?",Chandler,neutral,654,7,6,17,"0:20:50,123","0:20:51,515",neutral
2398,"He can hold a banana, if that's whatcha mean...",Ross,neutral,252,9,1,21,"00:14:41,714","00:14:44,340",neutral
10399,"Oh, I can’t watch this.",Rachel,negative,37,2,3,24,"00:22:07,826","00:22:09,076",fear
7898,"Listen, I’ve got a secret for ya. I let him win.",Chandler,neutral,835,1,8,6,"00:21:02,678","00:21:06,472",neutral
10164,"Y’know, he hums when he pees!",Ross,negative,16,7,7,5,"00:20:13,921","00:20:16,088",anger
2368,All right fine! If it means that much to you! But just—there’s gonna be a ton left over.,Monica,negative,249,6,8,9,"00:02:29,149","00:02:32,734",sadness
10832,The thing is it’s kinda on the Q.T.,Estelle,neutral,82,15,6,21,"0:10:27,338","0:10:29,678",neutral
1189,Are you under the sheet?,Phoebe,neutral,128,0,8,14,"0:07:28,160","0:07:29,202",neutral
8946,Thanks.,Joey,positive,938,4,3,20,"0:22:12,248","0:22:13,805",joy
5059,I’ll try.,Monica,neutral,536,15,4,2,"00:08:19,081","00:08:20,790",neutral
927,Here you go.,Ross,neutral,97,2,3,9,"00:04:27,308","00:04:29,559",neutral
10654,"Anyway, there’s this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",Rachel,neutral,67,5,6,19,"00:02:15,635","00:02:21,056",neutral
11325,I want to keep one.,Phoebe,neutral,24,2,5,3,"00:09:39,120","00:09:40,996",neutral
8327,They say he's only got half a tank left.,Hotel Clerk,neutral,875,2,5,5,"00:07:40,877","00:07:43,753",neutral
6719,Cleveland.,Bob,neutral,703,2,1,5,"0:13:43,163","0:13:44,413",neutral
11324,Yeah!,Rachel,positive,24,1,5,3,"0:09:37,582","0:09:38,121",joy
12214,He,Phoebe,neutral,123,7,8,5,"0:08:46,992","0:08:47,194",neutral
10361,You must be a little uncomfortable.,Dr. Long,neutral,32,4,8,22,"00:11:18,541","00:11:20,042",neutral
8655,Yeah.,Rachel,neutral,909,8,8,10,"00:15:45,778","00:15:49,238",neutral
0,also I was the point person on my company’s transition from the KL-5 to GR-6 system.,Chandler,neutral,0,0,8,21,"00:16:16,059","00:16:21,731",neutral
4196,Right?,Monica,positive,450,10,3,23,"00:14:08,347","00:14:11,432",joy
10793,Hey honey! I missed you today!,Monica,positive,79,0,9,21,"00:05:26,159","00:05:28,535",joy
8525,"Alright, you did it! Do we have any fruit?",Chandler,positive,898,1,1,24,"00:18:22,351","00:18:23,726",joy
12761,You wanna go in the bedroom? It’s a little more comfortable.,Rachel,neutral,175,0,7,12,"00:07:55,975","00:07:58,810",neutral
10820,"Yeah, he doesn’t like me.",Joey,negative,82,3,6,21,"0:10:00,891","0:10:04,063",anger
10063,Hi Ross!,Mrs. Green,positive,7,9,8,20,"0:15:28,999","0:15:29,508",joy
9118,"Hey, how you doin’?",Joey,neutral,952,6,8,19,"00:18:56,970","00:18:59,973",neutral
7092,8. 8!,Chandler,positive,749,5,5,24,"0:10:31,505","0:10:32,506",joy
9883,It's Phoebe.,Phoebe,neutral,1027,0,5,13,"00:05:39,339","00:05:40,964",neutral
541,"Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel.",Ross,negative,51,8,3,15,"00:11:50,126","00:11:54,587",anger
6816,"Thanks, I’m set. Do you still live with your parents?",Monica,neutral,718,5,4,2,"00:17:14,324","00:17:15,575",neutral
11715,Will the stable boy never get the princess??,Joey,negative,70,8,9,12,"00:16:20,187","00:16:23,231",sadness
6168,"Yeah, actually that’s my roommate’s.",Rachel,neutral,649,16,8,12,"00:05:18,067","00:05:19,568",neutral
5349,"All right, I'm coming out. Hey, can you turn the lights off.",Ross,neutral,569,1,5,11,"00:16:13,263","00:16:19,894",neutral
4927,"Well, yeah, kinda.",Ross,neutral,526,2,3,5,"00:20:18,759","00:20:20,259",neutral
675,Does calling it not mean anything anymore?!,Joey,negative,64,11,7,16,"00:02:56,301","00:02:58,468",anger
9625,"Well, I lost.",Ross,negative,1007,1,3,10,"00:18:32,903","00:18:34,070",sadness
3712,He's like a big disgusting...,Rachel,negative,398,12,1,12,"0:15:42,650","0:15:44,922",disgust
13052,I know. My arm is killing me.,Ross,neutral,206,2,5,21,"00:21:38,672","00:21:40,381",neutral
5617,Yeah?,Chandler,neutral,597,11,6,14,"00:13:36,372","00:13:38,149",neutral
9291,Thank God.,Ross,positive,972,2,7,19,"0:13:41,487","0:13:43,590",joy
12728,Okay!,Monica,negative,173,5,6,17,"0:12:42,846","0:12:43,568",surprise
3834,"All right look, I’m changing it to 50 bucks, or your best offer.",Chandler,neutral,412,13,4,2,"00:04:55,712","00:05:00,757",neutral
5773,I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,Monica,negative,613,9,7,3,"00:19:01,014","00:19:06,811",anger
5574,"It’s not hopeless! Dr. Stryker Ramoray’s a miracle worker. Look, here he comes.",Nurse #2,positive,594,8,7,4,"00:18:59,054","00:19:03,349",joy
4528,"Hey, you know our phone's not working?",Joey,negative,483,3,1,20,"00:16:37,246","00:16:38,788",surprise
2267,What?,Julio,negative,237,1,3,12,"0:16:14,863","0:16:16,568",surprise
4092,"Oh umm, I-I don’t know if I want to wear a woman’s shirt.",Mona's Date,negative,441,7,8,17,"00:11:26,977","00:11:28,853",sadness
12574,Awkward? Why should he feel awkward?,Joanna,negative,158,6,3,20,"00:15:49,823","00:15:52,492",surprise
11947,"Oh, um, Chandler?",Monica,neutral,96,19,1,6,"00:13:18,047","00:13:21,508",neutral
13296,"Yeah, well, is that",Monica,neutral,237,2,1,15,"00:07:15,852","00:07:18,019",neutral
10434,Nevermind!,Ross,negative,44,1,5,17,"00:13:17,630","00:13:18,922",anger
8841,What’d you rent?,Chandler,neutral,930,3,7,6,"00:02:23,351","00:02:24,601",neutral
9995,Hey.,Phoebe,neutral,1,4,4,4,"0:12:43,012","0:12:44,074",neutral
3226,"See, see, okay, I work in fashion, see and-and, this is a real dress actually.",Rachel,neutral,338,5,4,18,"00:15:59,041","00:16:04,921",neutral
10360,Yeah.,Rachel,neutral,32,3,8,22,"0:11:18,208","0:11:18,433",neutral
6481,"‘Cause I kinda all ready told her uh, it was, it was already taken care of.",Ross,negative,673,20,6,2,"00:16:18,519","00:16:24,983",fear
11408,"Well, you’re not.",Monica,neutral,34,0,6,15,"00:17:46,732","00:17:48,107",neutral
4768,Okay.,Ross,neutral,509,6,8,23,"00:01:32,413","00:01:33,915",neutral
10204,"When this day is over, you get to go home with the baby, ok?",Ross,negative,19,9,1,23,"00:14:41,046","00:14:43,631",anger
10988,Uh-huh.,Ross and Rachel,neutral,99,1,3,20,"00:09:05,294","00:09:06,336",neutral
4836,Oh yeah right there!,Monica,positive,517,3,8,14,"0:21:55,920","0:21:57,052",joy
4765,I really think they’re out of rooms.,Ross,neutral,509,3,8,23,"0:01:18,454","0:01:21,670",neutral
4943,Y'know it’s ironic...,Isabella,neutral,526,18,3,5,"00:21:19,444","00:21:22,905",neutral
11928,Here. I need to borrow some moisturizer.,Joey,neutral,96,0,1,6,"0:12:12,356","0:12:14,198",neutral
1207,"Hey, tell ya what.",Joey,neutral,129,8,3,22,"0:10:42,767","0:10:43,768",neutral
11845,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",Joey,negative,84,2,1,5,"00:10:08,190","00:10:18,575",sadness
11252,What a wank!,Chandler,negative,17,6,3,7,"00:02:40,994","00:02:42,870",anger
11875,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",Mike,neutral,88,13,3,4,"00:00:49,549","00:00:54,053",neutral
9039,We are not going to whistle.,Monica,negative,946,9,1,11,"0:00:28,870","0:00:30,007",anger
10930,Can we see her?,Joey,neutral,93,5,2,1,"00:15:24,173","00:15:25,298",neutral
9367,Awwwww,Her-Friends,positive,978,10,3,6,"00:22:31,224","00:22:32,725",joy
1191,"Great, let’s begin.  How’s the pressure?",Phoebe,positive,128,2,8,14,"00:07:33,200","00:07:45,400",joy
825,I’m not gonna marry Chandler!,Rachel,negative,84,2,4,20,"00:21:03,929","00:21:05,888",anger
9654,What?,Phoebe,neutral,1009,4,1,4,"0:14:07,861","0:14:09,441",neutral
6131,Hypothetically!,Rachel,negative,646,9,7,6,"00:00:34,409","00:00:35,743",anger
